restaurant_name,area,ratings,no_of_ratings_greater_than_equal_to,item_name,item_category,item_price,item_description,bestseller_tag
Polar Bear,"VV Puram, Shankarapura",4.4,100,Chocolate Truffle Cake (Regular),Ice Cream Cakes,959.0,For the Chocolate Addicts. Sumptuous layers of Rich Chocolate Ice cream & Rich Chocolate Cake all covered with Premium Chocolate Ganache.,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Butterscotch Crunch,Ice Cream Cakes,869.0,Creamy Butterscotch ice cream layered between caramel sauce and vannila sopnge covered with soft cream & caramel crackles to add  that sweet crunch to your celebrations.,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Strawberry,Special Flavours,59.0,No description available,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Vanilla,Special Flavours,59.0,No description available,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Rich Chocolate,Special Flavours,85.0,No description available,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Pistachionut,Special Flavours,85.0,No description available,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Fresh Pineapple,Special Flavours,85.0,No description available,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Fig o Honey,Special Flavours,85.0,No description available,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Butterscotch,Special Flavours,85.0,No description available,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Alphonso Mango,Special Flavours,85.0,No description available,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Choco Almond Fudge,Exotic Flavours,95.0,No description available,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Belgian Chocolate,Exotic Flavours,95.0,No description available,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Paan,Exotic Flavours,95.0,No description available,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Kulfi,Exotic Flavours,95.0,No description available,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Red Velvet,Exotic Flavours,95.0,No description available,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Fruit Punch,Exotic Flavours,95.0,No description available,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Purple Punch,Exotic Flavours,95.0,No description available,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Lychica,Exotic Flavours,95.0,No description available,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Coffee Brazilia,Exotic Flavours,95.0,No description available,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Vanilla - No Added Sugar,Flavours - No Added Sugar,85.0,No description available,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Jackfruit,Natural Flavours,95.0,No description available,0
Polar Bear,"VV Puram, Shankarapura",4.4,100,Real Chikoo,Natural Flavours,95.0,No description available,0
